1	93151
1	93629
1	93880
1	96128
1	96191
1	96248
1	97341
1	103658
1	103803
1	104992
1	105156
1	105907
1	106409
1	106803
1	107055
1	107389
1	107610
1	107756
1	107823
1	108002
1	109067
1	111040
1	111503
1	111635
1	111692
1	111774
1	111872
1	112188
1	112643
1	113015
1	113889
1	114473
1	114559
1	114724
1	115032
1	116314
1	116699
1	116781
1	117005
1	117064
1	117367
1	117927
1	118142
1	118965
1	119966
1	120106
1	120492
1	120736
1	121854
1	123213
1	124868
1	125175
1	125303
1	125757
1	125809
1	126961
1	127027
1	127104
1	127362
1	127783
1	127838
1	127920
1	128037
1	128492
1	130339
1	130676
1	131738
1	132332
1	132574
1	132868
1	133970
1	135014
1	136009
1	136269
1	136422
1	137258
1	137964
1	138823
1	138966
1	139191
1	140023
1	141098
1	141594
1	141658
1	141736
1	142744
1	143892
1	144877
1	145029
1	145227
1	145515
1	145682
1	146418
1	146566
1	148336
1	149253
1	149598
1	150615
1	150836
1	151088
1	152713
1	154976
1	155402
1	155460
1	155811
1	155877
1	155939
1	156603
1	157806
1	157896
1	158116
1	158952
1	159266
1	159562
1	159679
1	161378
1	161480
1	161885
1	162384
1	162603
1	163071
1	163145
1	163257
1	164024
1	165214
1	165308
1	165452
1	165588
1	166972
1	167036
1	167139
1	167312
1	167583
1	167899
1	167962
1	168550
1	168824
1	171383
1	171665
1	174089
1	174947
1	176067
1	176494
1	177040
1	177152
1	177283
1	177585
1	177770
1	178093
1	178146
1	178419
1	178474
1	178726
1	179265
1	179326
1	179474
1	179913
1	179969
1	180034
1	180181
1	180233
1	180285
1	180379
1	180554
1	180956
1	181131
1	181575
1	181659
1	182265
1	182435
1	182927
1	183068
1	183929
1	183986
1	184490
1	186188
1	186776
1	187172
1	187251
1	187592
1	188797
1	188998
1	190349
1	190616
1	190739
1	191127
1	191523
1	191625
1	191776
1	192084
1	192147
1	192483
1	192823
1	193135
1	193667
1	193846
1	194477
1	194652
1	195902
1	196974
1	197040
1	197455
1	198199
1	198353
1	198507
1	199338
1	200158
1	205066
1	205186
1	206279
1	206492
1	207736
1	207876
1	208265
1	208563
1	209142
1	209653
1	209793
1	210181
1	210688
1	211436
1	212546
1	213938
1	215922
1	217495
1	217568
1	217789
1	217948
1	218989
1	219285
1	220194
1	225491
1	226913
1	227401
1	228395
1	228896
1	230054
1	230331
1	230590
1	230718
1	231000
1	231259
1	231998
1	233342
1	233535
1	234034
1	236258
1	236418
1	236647
1	236709
1	236864
1	237558
1	238688
1	238895
1	239158
1	239283
1	239376
1	239770
1	239972
1	240881
1	241076
1	242466
1	243031
1	243465
1	243772
1	243925
1	244080
1	244332
1	244409
1	245892
1	248492
1	248896
1	250741
1	251747
1	252509
1	252604
1	253228
1	254582
1	255188
1	255747
1	257945
1	258126
1	258654
1	259025
1	259365
1	259538
1	260489
1	261377
1	263421
1	263684
1	265938
1	266480
1	267258
1	267467
1	267883
1	267970
1	268447
1	269064
1	269132
1	269190
1	272793
1	272992
1	274263
1	274363
1	274434
1	274996
1	275057
1	275432
1	275799
1	276845
1	276899
1	277523
1	279505
1	280085
1	280174
1	280864
1	281975
1	282852
1	283144
1	283668
1	283767
1	284238
1	285788
1	285863
1	287408
1	288645
1	289859
1	290036
1	290195
1	290661
1	290754
1	291322
1	291652
1	293353
1	293533
1	295449
1	295937
1	297224
1	297640
1	298568
1	299081
1	301299
1	301413
1	302284
1	305289
1	306237
1	306495
1	306549
1	307353
1	307983
1	308232
1	308385
1	309018
1	309278
1	309963
1	311330
1	312824
1	313540
1	313971
1	315055
1	315855
1	316780
1	317034
1	317903
1	318452
1	319089
1	319673
1	320126
1	320530
1	321022
1	321610
1	322045
1	322365
1	322505
1	323279
1	323639
1	323801
